Name|Abstract|Label
Destruction_of_Neuss|"The Destruction of Neuss occurred in July 1586 during the Cologne War. Alexander Farnese Duke of Parma's troops surrounded the city of Neuss an important Protestant garrison in the Electorate of Cologne.  After the city refused to capitulate Parma's army reduced the city to rubble through a combination of artillery fire destructive house-to-house fighting and plundering; during the battle a fire started that destroyed most of the rest of the city. Approximately 3000 civilians died out of a population of around 4500 and the entire garrison was killed.


== Situation in 1586 ==
Neuss had been seized by supporters of the Protestant Prince-Elector Gebhard Truchsess von Waldburg in February 1586. Adolf Count of Moers and Neuenahr reinforced and supplied the city and took most of his troops north to Moers and Venlo leaving the young Friedrich Cloedt in command of the city. Cloedt had a garrison of 1600 men mostly Germans and Dutch soldiers; some had military experience but many were..."|1
Chinese_Civil_War|"The Chinese Civil War was a civil war in China fought between the Kuomintang (KMT)-led government of the Republic of China (ROC) and the Communist Party of China (CPC) lasting intermittently between 1927 and 1949. The war is generally divided into two phases with an interlude: from August 1927 to 1937 the KMT-CPC Alliance collapsed during the Northern Expedition and the Nationalists controlled most of China. From 1937 to 1945 hostilities were put on hold and the Second United Front fought the Japanese invasion of China with eventual help from the Allies of World War II. The civil war resumed with the Japanese defeat and the CPC gained the upper hand in the final phase of the war from 1945 to 1949 generally referred to as the Chinese Communist Revolution.
The Communists gained control of mainland China and established the People's Republic of China (PRC) in 1949 forcing the leadership of the Republic of China to retreat to the island of Taiwan.  A lasting political and military standoff..."|1
Norman_Granz|"Norman Granz (August 6 1918 – November 22 2001) was an American jazz record producer and concert promoter. He founded the record labels Clef Norgran Down Home Verve and Pablo. Granz was acknowledged as ""the most successful impresario in the history of jazz"". Granz is also known for his anti-racist position and for integrating audiences.


== Biography ==
Born in Los Angeles Granz was the son of Jewish immigrants from Tiraspol. After school he began work as a stock clerk on the Los Angeles stock exchange. When America joined the Second World War he was drafted into the U.S. Army Air Force. Subsequently he was posted to the Morale branch the department charged with troops' entertainment. 
He then emerged into the public view when he organised desegregated jam sessions at the Trouville Club in Los Angeles which he later expanded when he staged a memorable concert at the Philharmonic Auditorium in Los Angeles on Sunday July 2 1944 under the heading of ""Jazz at the Philharmonic""..."|0
Battle_of_Kerdasa|...|1
Trite|"Trite is a genus of jumping spiders first described by Eugène Simon in 1885. Most of the 18 described species occur in Australia and New Zealand with several spread over islands of Oceania one species even reaching Rapa in French Polynesia.


== Species ==
According to the World Spider Catalog in October 2018 there were twenty one recognised species:
Trite albopilosa (Keyserling 1883) – New South Wales Victoria
Trite auricoma (Urquhart 1886) – New Zealand
Trite caledoniensis Patoleta 2014 – New Caledonia
Trite concinna Rainbow 1920 – Lord Howe Island Norfolk Island
Trite gracilipalpis Berland 1929 – Loyalty Islands
Trite grayi Richardson 2016 –  Lord Howe Islands
Trite guilberti Patoleta 2014 –  New Caledonia
Trite herbigrada (Urquhart 1889) – New Zealand
Trite ignipilosa Berland 1924 – New Caledonia
Trite lineata Simon 1885 – New Caledonia
Trite longipalpis Marples 1955 – Samoa Tonga
Trite mustilina (Powell 1873) – New Zealand
Trite ornata Rainbow 1915 – South Australia..."|0
Battle_of_Chuenpi|"The First Battle of Chuenpi was a naval engagement fought between British and Chinese ships at the entrance of the Humen strait (Bogue) Guangdong province China on 3 November 1839 during the First Opium War. The battle began when the British frigates HMS Hyacinth and HMS Volage opened fire on Chinese ships they perceived as being hostile.


== Background ==
For foreign ships to be allowed to dock in Canton (Guangzhou) for trade Chinese authorities required a signed bond agreeing not to trade opium. Captain Charles Elliot Chief Superintendent of British Trade in China ordered British ships not to sign the bond because if opium was found the cargo would be confiscated and the perpetrators executed. This in turn interfered with the trade of British merchantmen in China. In October 1839 a cargo ship the Thomas Coutts arrived in Canton from Singapore. The ship carried cotton from Bombay and since the captain was not trading opium he defied Elliot's request and signed the Chinese bond..."|1
Battle_of_Aintab|"In the Battle of Aintab in August 1150 a Crusader force commanded by King Baldwin III of Jerusalem repelled the attacks of Nur ad-Din Zangi of Aleppo and evacuated the Latin Christian residents of the County of Edessa. This was both a tactical victory and a strategic defeat for the Crusaders.


== Background ==
Zengi Nur ad-Din's father had seized Edessa in 1144. Deprived of their capital the western lands of the County of Edessa continued a precarious existence for six more years. They came under increasing pressure from the Muslim states surrounding them. In 1150 the Byzantine Emperor Manuel I Komnenos expressed an interest in acquiring the rump of the County of Edessa. As their feudal overlord Baldwin III was required to defend them in case of attack. Recognizing that the Crusaders were unlikely to hold on to these territories for much longer Baldwin agreed to turn them over to the Byzantines.
Baldwin met with Manuel's agents at Turbessel (Tell Bashir) to negotiate the transfer..."|1
Siege_of_Trichinopoly_(1741)|"The Siege of Trichinopoly took place in early 1741 during an extended series of conflicts between the Nawab of Arcot and the Maratha Empire for control over parts of what is now southern India.  Raghuji Bhonsle's Maratha army successfully starved out the town compelling the surrender of Chanda Sahib on 26 March 1741.


== References ==

Mehta J. L. Advanced study in the history of modern India 1707-1813
Mackenna P. J. et al. Ancient and modern India..."|1
1993_Guatemalan_constitutional_crisis|The 1993 Guatemala constitutional crisis took place in 1993 when then President Jorge Serrano Elías attempted a self-coup or autogolpe. On Tuesday May 25 1993 Serrano illegally suspended the constitution dissolved Congress and the Supreme Court imposed censorship and tried to restrict civil freedom.The attempted self-coup was similar to the one carried out by Alberto Fujimori but unlike Fujimori's had no popular support: Serrano's action met with strong protests by most elements of Guatemalan society at the forefront of which was the Siglo Veintiuno newspaper under the leadership of José Rubén Zamora. This was combined with international pressure (the Organization of American States condemned the autogolpe) and the army's enforcement of the decisions of the Constitutional Court which ruled against the attempted takeover.In the face of this pressure Serrano resigned as president and fled the country. He was replaced on an interim basis by his vice president Gustavo Espina.  However...|1
Macaroni_penguin|"The macaroni penguin (Eudyptes chrysolophus) is a species of penguin found from the Subantarctic to the Antarctic Peninsula. One of six species of crested penguin it is very closely related to the royal penguin and some authorities consider the two to be a single species. It bears a distinctive yellow crest and the face and upperparts are black and sharply delineated from the white underparts. Adults weigh on average 5.5 kg (12 lb) and are 70 cm (28 in) in length. The male and female are similar in appearance; the male is slightly larger and stronger with a relatively larger bill. Like all penguins it is flightless with a streamlined body and wings stiffened and flattened into flippers for a marine lifestyle.
Its diet consists of a variety of crustaceans mainly krill as well as small fish and cephalopods; the species consumes more marine life annually than any other species of seabird. These birds moult once a year spending about three to four weeks ashore before returning to the..."|0
